baseMean,log2FoldChange,lfcSE,padj,id,gene_name,phase
10.3716716789553,-1.6029229130845,0.474420161645141,0.0017229894978242,NM_002150,HPD,G0G1vsS
99.919407114768,-1.6021516434708,0.268733063499841,1.1301251892645e-08,NM_144947,KLK11,G0G1vsS
55.9965910614426,-1.60210186256814,0.319439515337042,1.89375643417712e-06,NR_040108,LOC728175,G0G1vsS
30.2732230981937,-1.60163591447072,0.394899377137667,0.0001402243386238,NM_144589,COMTD1,G0G1vsS
2037.57684351477,-1.60043216676628,0.0659394001234769,5.544610232373059e-128,NM_001982,ERBB3,G0G1vsS
164.785367023759,-1.60007939797427,0.198980458590221,6.84157793542584e-15,NM_144608,HEXIM2,G0G1vsS
511.736658480977,-1.59956239002052,0.113711579643772,1.72636075967962e-43,NM_001080434,LMTK3,G0G1vsS
53.565229187866,-1.59914996685306,0.322795321537404,2.55774893691284e-06,NM_001256608,C1orf85,G0G1vsS
14.1650662794104,-1.5975271100752,0.472735700228138,0.0017198001583394,NM_000738,CHRM1,G0G1vsS
402.009110072742,-1.59681716224402,0.15328247710641,2.73853300577822e-24,NR_034007,LOC339894,G0G1vsS
19.9597240216404,-1.59598384236746,0.444514757470736,0.0008259551970066,NR_038869,LOC254099,G0G1vsS
14.459296632196,-1.59514409194201,0.455078492169184,0.0011187657929831,NM_080872,UNC5D,G0G1vsS
74.0843777388993,-1.59461242542373,0.349826910958426,1.64010942961986e-05,NM_145239,PRRT2,G0G1vsS
91.5214560976171,-1.59424067230956,0.255374911385309,2.09246503999643e-09,NM_001142883,IP6K3,G0G1vsS
1467.74432097281,-1.59359320934336,0.0965088615639738,1.34380477481955e-59,NM_006644,HSPH1,G0G1vsS
14.467334397207,-1.59208028413077,0.455287063092355,0.0011513108360776,NM_000704,ATP4A,G0G1vsS
111.867743993333,-1.59180531307493,0.29264244418044,2.12706920823608e-07,NM_000146,FTL,G0G1vsS
41.8541868254628,-1.58902211772154,0.335878764983896,7.47514031966768e-06,NM_173653,SLC9A9,G0G1vsS
14.226529747311,-1.58868518522968,0.453870744634694,0.0011375787446833,NM_020335,VANGL2,G0G1vsS
16.3646910810125,-1.58818231610947,0.456854529151362,0.0012353007081308,NM_014682,ST18,G0G1vsS
66.520313688748,-1.58582494950384,0.307973567224135,9.6534623358119e-07,NM_001842,CNTFR,G0G1vsS
1583.0946410585,-1.58556521543631,0.0871576850142667,3.68221683613666e-72,NM_002306,LGALS3,G0G1vsS
14.9248304019659,-1.5847471263071,0.459701595490827,0.0013665740879603,NM_014461,CNTN6,G0G1vsS
11.8372090352527,-1.58444017116104,0.463377774948075,0.0015032783518928,NM_001136103,TMEM132C,G0G1vsS
60.3139624307552,-1.58285372812052,0.304741874333884,7.69474290824654e-07,NM_058192,RPUSD1,G0G1vsS
485.412195473548,-1.58281667199678,0.162277755812544,2.0220794319485e-21,NM_014851,KLHL21,G0G1vsS
10.1387791971983,-1.58264053270431,0.474558143380315,0.0019979850719501,NM_020873,LRRN1,G0G1vsS
317.499232098463,-1.58222928897683,0.155468829391615,3.13840322987507e-23,NM_001493,GDI1,G0G1vsS
12.0697875248297,-1.58201395078177,0.465101735221995,0.0015968172562817,NM_001040442,FABP6,G0G1vsS
264.344220544023,-1.5776624289726,0.234153161065462,8.867957067343129e-11,NM_138969,SDR16C5,G0G1vsS
316.65256087414,-1.57341146892571,0.159733996913856,7.91987849179699e-22,NM_020672,S100A14,G0G1vsS
50.1576129547458,-1.572391577862,0.385728200873842,0.0001292186384827,NM_017806,LIME1,G0G1vsS
2057.72251083083,-1.57159223192447,0.0884643578133543,7.48417891415168e-69,NM_001197181,TUBB3,G0G1vsS
44.7515470957959,-1.56897871560097,0.33188670844437,7.5925704385227e-06,NM_004579,MAP4K2,G0G1vsS
726.682408688825,-1.56826055135297,0.106857771591339,2.97298945743098e-47,NM_015570,AUTS2,G0G1vsS
807.465623304399,-1.56594711529649,0.126074798067751,4.14686883449567e-34,NM_001099409,EHBP1L1,G0G1vsS
438.964718470663,-1.56563299404179,0.125604103244073,2.42732875988296e-34,NR_038284,LOC100507034,G0G1vsS
122.584214925416,-1.56309742558918,0.240144491373754,3.92803532249784e-10,NM_006244,PPP2R5B,G0G1vsS
852.067155808405,-1.56280346452445,0.0936063010872452,6.496422212168321e-61,NM_004823,KCNK6,G0G1vsS
9.90563552169737,-1.56057284171437,0.474744342084324,0.0023389166280596,NM_001104544,FAM70A,G0G1vsS
241.939827677761,-1.55663523972939,0.235446419091627,2.03125719044198e-10,NM_001048205,REC8,G0G1vsS
139.588632230131,-1.55613268650238,0.261972167323091,1.28392230704653e-08,NM_001774,CD37,G0G1vsS
2072.56738095506,-1.55429854930908,0.0681257732593261,3.99499938630541e-113,NM_153607,CREBRF,G0G1vsS
2506.44351721183,-1.55390839190278,0.0574657216911577,9.23037606707471e-159,NM_001145001,NEK6,G0G1vsS
13.7609331791051,-1.5500124183321,0.45445810365347,0.0015467013197457,NM_004770,KCNB2,G0G1vsS
81.6953433421705,-1.54983303212825,0.310575744740573,2.14021600692516e-06,NM_001098670,RASGRP2,G0G1vsS
23.1318168173736,-1.54441712643031,0.406137054381536,0.0003781179288797,NM_000900,MGP,G0G1vsS
1373.28642321888,-1.54390267515815,0.104101614549015,3.10943392658999e-48,NM_021158,TRIB3,G0G1vsS
15.6921927004804,-1.54122030987403,0.442446884235281,0.0012054108424297,NM_000246,CIITA,G0G1vsS
974.002659986156,-1.53930563329256,0.0920385693991958,4.04450977167985e-61,NM_015576,ERC2,G0G1vsS
1195.11882331045,-1.53838230612659,0.0968708761812999,3.50969433348886e-55,NM_020777,SORCS2,G0G1vsS
6140.30414370939,-1.53412553168638,0.118934763167641,1.0339781795704199e-36,NR_038896,DSCAM-AS1,G0G1vsS
22.6278903392584,-1.53269417925333,0.422093242357572,0.0007125383513082,NM_001308,CPN1,G0G1vsS
7.28348512631809,-1.53212339017008,0.477857864198493,0.0030474181743758,NM_052910,SLITRK1,G0G1vsS
7.28348512631809,-1.53212339017008,0.477857864198493,0.0030474181743758,NM_015419,MXRA5,G0G1vsS
1312.0691919153,-1.53199524198985,0.0932452066397725,5.2275114973139e-59,NM_020719,PRR12,G0G1vsS
59.4198432355327,-1.53054270150137,0.30166703346549,1.41805367346633e-06,NM_001242702,MKX,G0G1vsS
87.7166014347875,-1.53030028062507,0.284049323164986,2.81196643595803e-07,NM_001100419,C19orf60,G0G1vsS
33.9383852560933,-1.52951190587976,0.375931804666195,0.0001333726648165,NM_000506,F2,G0G1vsS
25.8600080738571,-1.52924539663722,0.459325385496016,0.0020352757066853,NM_013261,PPARGC1A,G0G1vsS
1742.83925309914,-1.52914557418845,0.0929717734730656,3.91593758677753e-59,NM_002778,PSAP,G0G1vsS
1346.45228308384,-1.52863638133604,0.0784496663276594,1.10097808044149e-82,NM_001127241,BBC3,G0G1vsS
146.408486742701,-1.52679191468492,0.22962921294864,1.59046961278622e-10,NM_080621,SAMD10,G0G1vsS
10.8676231904956,-1.52332340408396,0.472714267748096,0.0028911668455628,NR_049771,OSBPL10-AS1,G0G1vsS
126.527431347142,-1.52221680734941,0.211688289961225,4.01697306632588e-12,NM_052854,CREB3L1,G0G1vsS
35.1703393478377,-1.52221438629408,0.35664428500117,5.83462127716196e-05,NM_001080512,BICC1,G0G1vsS
36.6098232362683,-1.52005462090775,0.36143729341501,7.58913491136788e-05,NM_020929,LRRC4C,G0G1vsS
51.6604627234095,-1.51726241845531,0.354562945758852,5.56705372827842e-05,NM_178518,TMEM102,G0G1vsS
219.605283085391,-1.51650375121881,0.180226358064701,3.31629762985473e-16,NM_006943,SOX12,G0G1vsS
99.6018112131887,-1.51646787177313,0.237211629974619,8.23316723135399e-10,NM_015916,CALHM2,G0G1vsS
147.435830947635,-1.51606230094338,0.211070502437077,4.25644630710196e-12,NM_016208,VPS28,G0G1vsS
294.800767525088,-1.51570401592426,0.191937954434718,2.11723255925531e-14,NM_004938,DAPK1,G0G1vsS
51.4709360053196,-1.51335526284084,0.437036672392397,0.001294283169199,NM_000722,CACNA2D1,G0G1vsS
217.449759071128,-1.51241702227861,0.173126017079297,2.18449129918673e-17,NM_004699,FAM50A,G0G1vsS
38.0675112228627,-1.50915231835492,0.348854812588178,4.5554036671434e-05,NM_001225,CASP4,G0G1vsS
12.2953958228077,-1.50909808834956,0.471462035837312,0.0031003232708683,NM_181654,CPLX4,G0G1vsS
355.706958876467,-1.5086093142337,0.165762110458281,8.75319957294676e-19,NM_005985,SNAI1,G0G1vsS
15.9177382000224,-1.50673589032169,0.450480588132492,0.0019317222974389,NM_206947,TRPM3,G0G1vsS
73.6423546266289,-1.50632498439413,0.270909770262836,1.10590103708515e-07,NR_027117,LOC285847,G0G1vsS
589.070086347614,-1.50570072849665,0.11249882019622,1.85950258133419e-39,NR_040070,LOXL1-AS1,G0G1vsS
7.51600081745905,-1.50281784424366,0.47751803735096,0.0036733508134874,NM_004588,SCN2B,G0G1vsS
613.388940833414,-1.50210315929137,0.117925145800885,7.947546153424179e-36,NM_001161334,HIST2H2BF,G0G1vsS
218.893318279217,-1.50209973155207,0.180974616687299,8.500245427058559e-16,NM_145754,KIFC2,G0G1vsS
128.246049795378,-1.49866739388894,0.230690937835668,4.25704423094567e-10,NM_001258032,SERINC4,G0G1vsS
366.431002230483,-1.49655439698944,0.173731054831371,6.19118397816735e-17,NM_001193522,FAM65A,G0G1vsS
110.992280800694,-1.49431483371346,0.295113608684055,1.49236326361609e-06,NM_001012643,MYPOP,G0G1vsS
23.376546152121,-1.49305747692437,0.422613102749412,0.0010147799991629,NM_004801,NRXN1,G0G1vsS
291.080252115725,-1.49237755973348,0.173653527056338,7.35646344286747e-17,NM_001039112,FER1L6,G0G1vsS
507.980483674106,-1.49110879054478,0.133743159028182,1.12211298916881e-27,NM_012396,PHLDA3,G0G1vsS
411.859808690364,-1.49077550243252,0.153383624422109,2.81042372713728e-21,NM_017432,PTOV1,G0G1vsS
52.9186336403943,-1.48948553343573,0.350817917580204,6.41232541663021e-05,NM_153267,MAMDC2,G0G1vsS
17.131174201423,-1.48847751124321,0.449520492400218,0.0021615182221849,NR_027276,LOC100128239,G0G1vsS
118.313060189018,-1.48725010318205,0.255904468934577,2.69761507125601e-08,NM_005865,PRSS16,G0G1vsS
20.2801334391649,-1.48701305133732,0.4184418317282,0.0009422885812107,NM_032488,CNFN,G0G1vsS
357.805402899674,-1.4861667428107,0.148196031914016,1.38296924061365e-22,NM_001031615,ALDH3B2,G0G1vsS
27.7121593800991,-1.4848116045776,0.393108388736377,0.0004168057447761,NM_018436,ALLC,G0G1vsS
10.9057019066608,-1.47735098338462,0.466171693349102,0.0034297825127141,NM_080429,AQP10,G0G1vsS
110.273999541307,-1.47613929916468,0.238889403241001,3.0878818711860804e-09,NM_004441,EPHB1,G0G1vsS
18.0742292287598,-1.47207130889753,0.447393535982558,0.0023161281064493,NM_001195528,TPBGL,G0G1vsS
176.216647894578,-1.47135378422216,0.181625187199031,4.241878323518371e-15,NM_032631,HDGFRP2,G0G1vsS
224.581149962494,-1.46921494725298,0.170373476465569,5.738176997991141e-17,NM_001164407,TLCD2,G0G1vsS
152.138786453982,-1.46830440891838,0.198065548139957,8.09669220815698e-13,NM_001142854,C21orf56,G0G1vsS
6.81770016280415,-1.46772824497077,0.477674679497481,0.0046399678701088,NM_017442,TLR9,G0G1vsS
359.188899071906,-1.46649323892961,0.211340904373707,2.28828981399408e-11,NM_001166392,TPBG,G0G1vsS
66.9816784674967,-1.4647415129225,0.279470122533682,6.04253787241947e-07,NM_033225,CSMD1,G0G1vsS
50.0128025946803,-1.46359901856857,0.384703199354935,0.0003755715783063,NM_170782,KCNN3,G0G1vsS
46.7430769147879,-1.46296418622811,0.338805334775218,4.71548175924999e-05,NM_030795,STMN4,G0G1vsS
66.5824679394447,-1.46206950408975,0.34733726406833,7.47742083310476e-05,NM_001031737,CCDC78,G0G1vsS
3981.23255463111,-1.46023700775659,0.0734436418079392,4.73153648479511e-86,NM_015048,SETD1B,G0G1vsS
455.056066124823,-1.45873704112825,0.187705067693486,5.5726986257165505e-14,NM_203425,C17orf82,G0G1vsS
348.097551129313,-1.45814876456868,0.133719475319796,1.61537786545393e-26,NM_005896,IDH1,G0G1vsS
126.754854221082,-1.45707910817777,0.267690678763826,2.08502338580354e-07,NM_000361,THBD,G0G1vsS
11.8446816143397,-1.45697550222101,0.472386424871341,0.0044692287726607,NM_001080534,UNC13C,G0G1vsS
6.81757456593215,-1.45694380710278,0.477567819945784,0.0049573403061408,NM_144727,CRYGN,G0G1vsS
113.197287682635,-1.4548643746938,0.239437885256881,5.7578478403662704e-09,NM_015080,NRXN2,G0G1vsS
191.400720087987,-1.45482256181615,0.212169182447519,3.9900084292841094e-11,NM_153483,IL17RE,G0G1vsS
140.266920691035,-1.45389106251475,0.253844588635587,4.36054585311357e-08,NM_054013,MGAT4B,G0G1vsS
276.651090849736,-1.45330006100977,0.158506744478221,4.742235207255981e-19,NM_020062,SLC2A4RG,G0G1vsS
15.4516392443285,-1.45232740012443,0.453644484541274,0.0030953765486239,NR_027075,LOC283761,G0G1vsS
120.016588988158,-1.45177880820263,0.301961769780614,5.20057238388412e-06,NM_145038,CCDC164,G0G1vsS
1405.8197781369,-1.45134281926197,0.0921085733571837,2.4591504805612502e-54,NM_001004431,METRNL,G0G1vsS
17.123136436412,-1.4508564777695,0.454951870731323,0.0032204104180551,NM_004316,ASCL1,G0G1vsS
8.97431678841351,-1.45053454598464,0.476009130388371,0.0050085654525374,NR_024027,LINC00158,G0G1vsS
289.347216678427,-1.45034794521227,0.160215721838096,1.3472309550167599e-18,NM_004443,EPHB3,G0G1vsS
12.8295516473852,-1.44927386024782,0.45803807587382,0.0034825869355659,NM_001010905,C6orf58,G0G1vsS
596.395437916983,-1.44548260338317,0.108892715949658,7.90223706735628e-39,NR_038264,ADAMTS9-AS2,G0G1vsS
1104.64782852336,-1.44441504604891,0.118411490029527,6.18442279595729e-33,NM_004186,SEMA3F,G0G1vsS
410.067036833649,-1.44407912525357,0.126771527524494,7.54662094128537e-29,NM_000365,TPI1,G0G1vsS
1101.72944582891,-1.44339133182299,0.0806146653040402,6.33357846044109e-70,NM_022058,SLC4A10,G0G1vsS
1467.23984259652,-1.44070404204959,0.0860460221812838,2.9721304654352802e-61,NM_006305,ANP32A,G0G1vsS
670.110151631653,-1.43939327008458,0.109193713996815,2.63857491032193e-38,NM_032429,LZTS2,G0G1vsS
56.6096608708527,-1.43824162588337,0.329022441787704,3.75249445958865e-05,NM_001150,ANPEP,G0G1vsS
36.1430962962144,-1.43762834002909,0.387134179993218,0.0005284036175364,NM_002738,PRKCB,G0G1vsS
203.538520886206,-1.43647173769767,0.169684868827089,2.17347743436104e-16,NM_001105521,JAKMIP3,G0G1vsS
6.81782575967615,-1.43559852292353,0.477294317758052,0.0056410918799393,NM_000756,CRH,G0G1vsS
42.4340445800991,-1.43348656891162,0.337726272057721,6.44419795152477e-05,NM_003809,TNFSF12,G0G1vsS
590.404421920993,-1.43339039175674,0.124237965134972,1.44216179955899e-29,NM_004761,RGL2,G0G1vsS
336.698817620987,-1.43324499324134,0.134248506378473,1.8411755069709302e-25,NM_001134870,PPP1R18,G0G1vsS
1337.3742461733,-1.43318381709213,0.0736184187760727,1.55269853683911e-82,NM_001198869,CAPN1,G0G1vsS
459.497382952464,-1.43287357699395,0.144133325260579,3.2643916693363497e-22,NM_025069,ZNF703,G0G1vsS
68.8871607526837,-1.43253857848059,0.300477014728736,6.29240216366662e-06,NM_001040661,SLC29A4,G0G1vsS
13.0620673385262,-1.43192277681396,0.462035666630783,0.0042719146483621,NM_014729,TOX,G0G1vsS
458.940927692724,-1.43097923242213,0.171550988207248,6.05156188122084e-16,NM_004475,FLOT2,G0G1vsS
23.6694577377507,-1.43041123887453,0.404705201856584,0.0010094642099475,NM_002849,PTPRR,G0G1vsS
128.624719960567,-1.42903020360909,0.232523628190004,3.77965796151608e-09,NM_000476,AK1,G0G1vsS
40.0136153434745,-1.42896997439973,0.358831022380457,0.0001877229868895,NM_014209,ETV2,G0G1vsS
107297.115830337,-1.42787134638038,0.0355621223210154,0.0,NR_002819,MALAT1,G0G1vsS
67.1796382987734,-1.42762126334333,0.341950491331899,8.61966728839734e-05,NM_052814,CARD9,G0G1vsS
532.199808908993,-1.4275923801492,0.157525354516088,1.22825297787256e-18,NM_005856,RAMP3,G0G1vsS
29.1703497541816,-1.42657450765394,0.396259308136634,0.0007973773199777,NM_002848,PTPRO,G0G1vsS
7.05078103986912,-1.42549250812946,0.476833302431512,0.0059664826299399,NM_001206979,NR1H4,G0G1vsS
23.8834553385477,-1.42364275269549,0.428153948088684,0.0020643197228648,NM_001127444,CD36,G0G1vsS
248.355387501326,-1.42163710797582,0.162444040935432,1.90846466305083e-17,NM_000951,PRRG2,G0G1vsS
2559.56804493551,-1.42127814599526,0.0803884817533202,3.3437422776400602e-68,NM_178858,SFXN2,G0G1vsS
72.5001465977315,-1.41976811844794,0.298395525810688,6.5823720814958e-06,NM_004843,IL27RA,G0G1vsS
307.210425179708,-1.41968721762699,0.178475912653506,1.3519335966814201e-14,NM_003815,ADAM15,G0G1vsS
9.44795112163039,-1.4191588459191,0.4774428532131,0.006284891444975,NM_001198815,MUC22,G0G1vsS
104.578343835153,-1.41893258823501,0.237066144695261,9.838958775939911e-09,NM_144719,CCDC13,G0G1vsS
420.992249191955,-1.41792331160765,0.135523950953713,1.72553620890437e-24,NM_020126,SPHK2,G0G1vsS
705.359254231209,-1.41725076065526,0.116232344303458,6.569269097981649e-33,NM_020898,CALCOCO1,G0G1vsS
36.1816146014316,-1.41683460291822,0.37682072515904,0.0004448925668618,NM_199001,C9orf169,G0G1vsS
12.8297400426932,-1.4152313782552,0.461918572530375,0.0047663255832273,NM_001098635,SEZ6,G0G1vsS
85.1040968347129,-1.41520316480358,0.261237032811877,2.40067897016942e-07,NM_022171,TCTA,G0G1vsS
36.6369501125399,-1.4140916227568,0.463128990716924,0.0049167302112582,NM_020309,SLC17A7,G0G1vsS
7.51587522058705,-1.41398404389688,0.475875946921143,0.0063040027888219,NM_001270497,ZNF334,G0G1vsS
582.48067687576,-1.4109386425836,0.114562708133393,1.4872352549792199e-33,NM_000104,CYP1B1,G0G1vsS
51.5061451963706,-1.41087737087471,0.368850727623732,0.0003474550351835,NM_138352,SAMD1,G0G1vsS
24.8151759003821,-1.41032193002624,0.428029160899409,0.0022807971200038,NM_020208,SLC6A20,G0G1vsS
7.77937383942235,-1.41019074129847,0.47787881408791,0.0067034118921571,NM_001029955,DCAF4L1,G0G1vsS
8.74154990352854,-1.40862778983264,0.4766364164195,0.006619058458309,NM_014587,SOX8,G0G1vsS
803.2656325246,-1.40789334169852,0.123937037084773,1.07283611788636e-28,NM_002587,PCDH1,G0G1vsS
10.4398541447109,-1.40747659537299,0.468615917080297,0.0057186809631491,NM_022002,NR1I2,G0G1vsS
10.4398541447109,-1.40747659537299,0.468615917080297,0.0057186809631491,NM_006539,CACNG3,G0G1vsS
28.0134855213557,-1.40543618861334,0.382056996542986,0.0006002718657496,NR_033861,LINC00514,G0G1vsS
1414.49703606397,-1.40541338048304,0.100677000865217,7.71461406094132e-43,NM_017789,SEMA4C,G0G1vsS
484.180213231824,-1.40534418211954,0.128005508514935,7.24175895621936e-27,NM_001252294,SPDEF,G0G1vsS
224.849208138115,-1.40505361098973,0.180361937677703,4.8211029453249103e-14,NR_027374,LHFPL3-AS2,G0G1vsS
9427.5694849788,-1.40503922867462,0.0435259482837808,5.5404767897847e-226,NM_030665,RAI1,G0G1vsS
308.68583448712,-1.40495107736985,0.140175002353853,1.4597280727342599e-22,NM_001130045,TTLL10,G0G1vsS
264.103141360412,-1.40473946785607,0.150788233308102,1.25124642415412e-19,NM_001810,CENPB,G0G1vsS
219.197891353988,-1.40464653961492,0.22953636776363,4.43045389372465e-09,NM_002157,HSPE1,G0G1vsS
192.024766466333,-1.4011075795639,0.202687740952412,2.7377432283605798e-11,NM_017870,TMEM132A,G0G1vsS
152.348640101692,-1.39972369625195,0.192463438235594,2.23748373100884e-12,NR_024580,KIAA1984-AS1,G0G1vsS
4196.2685703662,-1.39868820533613,0.0735729671229476,9.77913480458126e-79,NM_020772,NUFIP2,G0G1vsS
17.7729030875032,-1.39868499461299,0.471971495194768,0.006460205327312,NM_173564,NYAP1,G0G1vsS
10.6037477810443,-1.39862131109931,0.47779312992771,0.0071897818749438,NR_001435,HLA-DPB2,G0G1vsS
33.2589544444638,-1.39777132197417,0.410395835557334,0.0015724364301658,NM_002463,MX2,G0G1vsS
12.5964079718843,-1.39757178194539,0.461851310385908,0.0053388773533359,NM_013227,ACAN,G0G1vsS
12.3638294823073,-1.39753152880268,0.459714700137219,0.0051214497352672,NM_000180,GUCY2D,G0G1vsS
702.068123318602,-1.39682778401793,0.134342114051121,3.36316917960346e-24,NM_005967,NAB2,G0G1vsS
27.4799576811381,-1.396628774143,0.416795566184995,0.0018928015875667,NM_001372,DNAH9,G0G1vsS
213.088400841363,-1.39662275576234,0.168502930859262,9.33838402973503e-16,NM_002501,NFIX,G0G1vsS
12.3713020613943,-1.39463128501548,0.459898554174285,0.0052360409024883,NM_006988,ADAMTS1,G0G1vsS
162.937788642251,-1.39425217943841,0.194890947045607,5.2149517573861795e-12,NM_004359,CDC34,G0G1vsS
3533.17794005434,-1.3936585717657,0.0494218208576203,1.32540753816137e-172,NM_001079843,CASZ1,G0G1vsS
8.74161270196454,-1.39251454438501,0.477005719461083,0.0073596986567931,NR_027135,ZSCAN18,G0G1vsS
231.820886390644,-1.39213118837578,0.23457930459858,1.32650601029808e-08,NM_174940,TMEM80,G0G1vsS
123.070421135296,-1.39116489951059,0.266633976574342,6.82801642887871e-07,NM_005861,STUB1,G0G1vsS
6.35191519929022,-1.38946776791076,0.477143081439872,0.0075106381943214,NM_006217,SERPINI2,G0G1vsS
8.7488968857435,-1.38874103725931,0.47704297324588,0.0075298027007713,NM_206966,C5orf46,G0G1vsS
338.456298832348,-1.38825101745081,0.218537704266314,1.0606562839562e-09,NM_000725,CACNB3,G0G1vsS
16.219127139715,-1.38757250861486,0.440002050886918,0.00359926209031,NM_000337,SGCD,G0G1vsS
1458.00616313562,-1.38661452381093,0.0947982787351286,6.07033325424417e-47,NM_058229,FBXO32,G0G1vsS
8.50859462333557,-1.38449368709378,0.476749321360466,0.0076754910748476,NM_001007533,PPP1R27,G0G1vsS
134.084117851043,-1.38446085847272,0.206611169047986,1.13186802861002e-10,NM_153350,FBXL16,G0G1vsS
38.1549653601942,-1.3838366495417,0.343242084925252,0.0001543123947048,NM_152600,ZNF579,G0G1vsS
30.4450608281748,-1.38378345242592,0.369241765957174,0.0004657540408129,NM_000844,GRM7,G0G1vsS
571.732100275398,-1.38319875701048,0.116664672950669,3.64457827727741e-31,NM_006927,ST3GAL2,G0G1vsS
518.360697484819,-1.3828266431073,0.135474759790003,2.32461806033024e-23,NM_017957,EPN3,G0G1vsS
393.152321687394,-1.38166118276817,0.176747822478059,3.9240157704234604e-14,NM_006184,NUCB1,G0G1vsS
9.93966395613918,-1.38142258292043,0.475705362030749,0.0076765744817914,NM_173633,TMEM145,G0G1vsS
45.8771463342561,-1.37940077507639,0.324731151196011,6.35884328113311e-05,NM_001124,ADM,G0G1vsS
158.067711741401,-1.37869429649332,0.255251112895399,2.61194735595669e-07,NM_014172,PHPT1,G0G1vsS
108.405120426438,-1.37816663203709,0.310137351457303,2.73390152820975e-05,NR_027336,LOC100130015,G0G1vsS
6.35204079616222,-1.37795998615117,0.476934171933282,0.008010252223924,NM_001525,HCRTR1,G0G1vsS
32.9492387855147,-1.37732701863027,0.427678184313864,0.002909971321334,NM_001033113,ENTPD8,G0G1vsS
129.514607366332,-1.37619781347531,0.223791433234055,3.6950968094591503e-09,NM_153021,PLB1,G0G1vsS
88.7834128090529,-1.3758238893048,0.250514627903724,1.60149039174761e-07,NM_001130966,TBXAS1,G0G1vsS
898.230833062559,-1.37413597910601,0.0893348649182958,8.12096966637856e-52,NM_182924,MICALL2,G0G1vsS
26.5473829791343,-1.37409424745823,0.409726758550347,0.0018747166509054,NM_032251,CCDC88B,G0G1vsS
37.9183993873298,-1.37397606827484,0.343392549903161,0.0001741705902832,NM_021044,DHH,G0G1vsS
80.1082239077437,-1.37370236914252,0.261718947474959,5.80275518399776e-07,NM_000130,F5,G0G1vsS
18.1426000898234,-1.37362912529951,0.43291675233966,0.0033877761946407,NM_175834,KRT79,G0G1vsS
587.988646123102,-1.37342653312566,0.134996845903577,3.24688560866985e-23,NM_001199692,SLC4A2,G0G1vsS
814.917655340898,-1.37324565893251,0.10339136977685,7.165062992811e-39,NM_001270483,TST,G0G1vsS
2247.99726989355,-1.37301705596729,0.0591325057610049,3.68421569480873e-117,NM_001174147,LMX1B,G0G1vsS
363.304908568102,-1.37220848959712,0.149129381221943,3.53066908519054e-19,NM_003774,GALNT4,G0G1vsS
309.576067066885,-1.37049128355505,0.158507528112148,4.7333977637971e-17,NM_005689,ABCB6,G0G1vsS
79.8641225573563,-1.3677576947502,0.26276737440049,7.27196468082582e-07,NM_173516,PNLDC1,G0G1vsS
465.292763304691,-1.36644520951121,0.119887113736933,7.01180062247764e-29,NM_001001852,PIM3,G0G1vsS
266.879295599542,-1.36617179763964,0.168339106018804,3.7803660718256405e-15,NM_019892,INPP5E,G0G1vsS
725.974078297481,-1.36542113474204,0.121863515127999,6.09712453514284e-28,NM_152772,TCP11L2,G0G1vsS
24.6544533676682,-1.36433708546838,0.400206780587629,0.0015553749155574,NM_000069,CACNA1S,G0G1vsS
172.226876455205,-1.36193510588835,0.198229606961386,3.64478977919255e-11,NM_004210,NEURL,G0G1vsS
1333.08987729935,-1.36186227534839,0.102752703816549,1.0308388811469e-38,NM_020361,CPA6,G0G1vsS
22341.3277612955,-1.36174191159152,0.0325007558778018,0.0,NM_004973,JARID2,G0G1vsS
1031.82596335147,-1.36095402145708,0.0893551369852298,8.05898131443917e-51,NM_004283,RAB3D,G0G1vsS
12.1307486052423,-1.35831606380697,0.46200888142711,0.0069224700411171,NM_001115,ADCY8,G0G1vsS
36.7316825986576,-1.35746773918645,0.349413487262822,0.0002757467979966,NM_033508,GCK,G0G1vsS
13.9860390895951,-1.35730140216926,0.473093241427498,0.0084996462839748,NM_032452,JPH4,G0G1vsS
9.97419477806898,-1.3560316590011,0.469394136538276,0.0080170650050209,NM_015896,ZMYND10,G0G1vsS
187.844789841443,-1.35590680092357,0.207724553458739,3.49429442596517e-10,NM_002192,INHBA,G0G1vsS
20.0706257091433,-1.35533488897521,0.428015811659494,0.0034559810826322,NM_001169123,AFF2,G0G1vsS
87.6046960248901,-1.35508089220617,0.247570805234415,1.77030485220641e-07,NM_001207026,POU2F2,G0G1vsS
59.6113043897711,-1.35492386341005,0.319073924996908,6.3952748700447e-05,NM_001257207,FGF1,G0G1vsS
24.38373336349,-1.35453626273859,0.419474907388337,0.0028288820429919,NM_001099786,ICAM2,G0G1vsS
4023.63639986531,-1.35345858668105,0.0606705121855538,3.59203371611546e-108,NR_037946,HNRNPUL2-BSCL2,G0G1vsS
267.828875085541,-1.35331068349703,0.179988052582723,3.71839777657785e-13,NM_133640,MED22,G0G1vsS
1972.17430685857,-1.35302548144026,0.0981279331235036,8.132427846476879e-42,NM_001184722,GPI,G0G1vsS
472.289327608829,-1.35299690461066,0.1456591216126,1.60115794009722e-19,NM_033503,BMF,G0G1vsS
267.681295857606,-1.35223594409104,0.187627591954948,3.5781496168606997e-12,NM_018089,ANKZF1,G0G1vsS
553.879284164772,-1.35214875838577,0.115839163955966,3.0648353116047e-30,NM_005030,PLK1,G0G1vsS
